query time:0.0012368999
index creation time:0.0062485626
7215,14505,6
2655,4854,4
20226,21273,2
17624,10842,4
7151,16232,3
4463,15818,3
9153,16347,2
18585,20153,3
18562,2655,3
3181,9158,2
1438,6991,4
17427,15950,3
11027,11938,3
12227,15038,2
18354,10603,6
21265,6193,4
8069,15141,4
3133,20448,3
8345,10369,3
3106,5097,4
2655,8546,3
8898,9971,4
12774,15010,2
8165,14770,2
16783,19469,5
13336,15728,3
11889,12834,3
2147,14166,2
3486,10673,3
10259,15430,3
5515,14375,2
6855,10268,2
4079,8069,5
7937,12480,5
20146,6963,3
17274,13657,2
20248,12533,2
21301,5791,2
17818,14402,3
17051,12371,3
8912,11514,6
10457,11498,3
4809,7151,2
4257,11623,4
16810,19962,2
1663,21333,5
5697,6294,4
16482,1837,3
6097,14001,3
9875,13518,3
16631,19161,4
8002,13641,2
807,4607,2
2447,2816,4
18364,16215,2
5832,10335,3
5706,6418,2
4488,5792,4
979,13310,5
7151,8767,4
126,17112,3
5196,12159,6
6644,10299,3
12190,15287,4
7116,8608,3
20855,7745,4
17680,6908,3
8696,16247,4
12627,16104,2
18643,19873,3
4949,15010,3
16757,20338,2
17699,7984,3
3427,15616,3
7975,11335,3
20532,21034,4
9941,10596,4
7261,9018,2
17224,3185,3
16527,18841,3
89,13720,2
16663,14288,4
3756,3986,6
13383,13628,3
19528,19768,3
748,12731,5
2631,7113,5
16586,9812,3
4891,7593,2
19602,12615,3
18568,12731,4
1237,4833,4
19681,20299,3
992,6097,2
4134,15968,7
17761,1482,3
961,17892,2
11411,11602,2
16598,19128,3
5224,6737,3
3112,4346,2
17,14154,2
20526,9201,2
18346,8279,4
6903,14185,3
164,17817,3
1142,13153,2
18133,19247,2
4616,10607,3
11468,12735,3
392,17051,3
16495,16511,4
18798,4963,2
550,635,3
4485,13720,3
3841,12031,2
5065,6020,3
19636,14826,3
4157,20609,2
17576,18130,3
4780,8283,2
8478,8589,3
10677,15132,6
16390,17176,3
4084,20482,4
19965,8597,3
19229,3820,2
646,2435,2
19433,7167,4
12100,13818,2
4454,14597,7
2962,4940,3
586,1445,5
18412,5847,4
8247,14595,2
2298,5166,6
19841,20096,2
2692,2823,3
17378,20744,4
14739,15561,2
129,9197,2
8279,11540,4
893,21271,2
19240,3886,4
18500,20778,4
10476,10656,4
6194,11821,6
1618,19107,5
3420,5261,3
20599,9459,4
5399,6195,3
13441,15287,3
5831,8976,7
20240,13910,2
19301,8668,6
4096,15415,3
894,4546,3
19746,14505,3
1739,4521,3
3339,15463,3
17734,14487,3
8709,10449,4
18585,5483,11
19636,9403,2
12044,13542,2
5468,11052,3
400,18884,2
18992,10369,3
5695,10489,3
16719,5317,3
1828,10807,3
7176,14841,7
7802,8981,3
1262,8930,4
1663,12236,3
10366,12634,3
870,12567,4
1622,14954,2
4568,8279,3
6582,9369,5
9320,11039,2
1054,19089,5
17576,3979,3
16510,19107,6
17983,15638,3
2655,3520,4
6420,7146,2
8391,14098,3
17331,18625,3
4723,5244,4
5525,9016,3
2762,2823,2
764,3968,3
623,18212,3
20597,10321,5
3770,4567,3
10557,12742,2
16911,1219,2
21112,9070,6
16401,9560,6
6195,11718,3
17382,13628,2
16544,15441,5
2861,7669,5
5628,10447,3
1025,5037,3
18298,7016,3
20272,9761,2
2861,9319,5
19347,7495,2
10522,14309,2
17431,20820,3
12442,16302,2
93,10902,4
13533,15143,2
4508,14624,3
4420,11498,3
2527,8903,4
392,10911,2
2492,4356,3
16464,20425,6
16677,5254,2
7259,9761,2
4029,9976,2
2526,6132,3
20266,8812,4
5203,14204,5
5628,7620,3
2799,14632,2
8269,15329,2
18826,4084,4
5542,12542,2
17217,3109,5
1289,15829,3
10521,15874,2
1064,11546,3
1403,10045,4
3521,4764,3
12799,14597,7
20869,7514,2
6964,16323,4
4086,9972,2
4656,8668,5
11082,14043,2
421,17266,3
5537,5805,4
3011,12095,2
18261,6973,3
5248,14505,5
19454,7690,5
412,7981,2
280,6297,4
2391,10472,2
6919,10974,4
20246,15156,2
20425,5232,5
3520,4067,4
2861,7665,5
17866,15017,2
3106,9158,4
20906,9525,5
9152,9153,3
18464,19980,2
5196,6582,5
1065,9741,2
9615,13942,2
5149,12641,3
20847,5258,4
3183,9159,3
16806,1836,3
20046,4833,4
18585,5573,4
18330,3708,3
356,18483,3
2477,14393,4
7763,11938,2
1823,11027,4
2593,4009,7
3106,7947,4
18206,9382,3
19703,10447,3
20778,8905,2
7568,15594,2
1438,15758,3
14001,14395,2
6347,13484,2
18288,7745,5
9152,15067,4
807,13834,2
2689,3553,2
6179,16218,3
16390,12146,3
6962,9459,3
13961,15728,2
16478,203,2
3874,6622,3
20411,14660,2
5224,12936,3
16756,1800,4
2952,3521,2
8168,9145,3
20272,6534,4
19061,13729,2
17279,6331,3
5813,7520,2
7475,9798,4
7818,15804,3
19454,7211,4
158,9571,2
18330,20914,3
10636,15916,4
2992,7941,2
16789,6783,3
18106,11402,3
17915,5373,2
20358,5203,5
19746,5992,2
17427,1064,3
400,14624,4
16847,8294,2
4001,8269,2
3667,4361,3
6497,8668,5
7480,8030,4
16687,6162,2
20502,12941,2
9369,12799,6
4287,6768,3
5229,6621,3
18156,9152,4
386,19433,2
7267,12061,3
3497,13268,3
10754,10757,3
16464,5232,5
1760,5434,4
2277,14600,2
19281,11266,3
9406,13858,5
8144,13447,2
13523,15514,3
1760,5962,4
6791,13819,2
8344,14476,2
17632,6814,4
18461,21333,6
20072,11298,2
5843,10700,3
1760,9941,4
732,5530,3
19479,15823,3
5628,8905,3
4807,10901,4
10100,14487,3
1036,8717,2
7151,9262,4
17074,6225,2
12592,15073,2
17670,16337,3
18029,7070,4
3091,7698,2
1125,13008,4
16654,11587,2
2557,10974,3
17892,9744,3
3741,13628,4
6229,15352,2
5986,7757,4
16768,13513,2
18167,18556,2
6580,11133,2
15339,15773,2
20744,9132,2
20461,14543,2
16399,20151,3
5794,13522,5
6411,9032,4
19621,5215,3
9164,11243,4
8668,10879,6
7626,14134,3
4798,11490,4
18244,14698,3
16536,1577,2
20151,13562,4
20847,21302,4
73,7920,2
1663,10628,3
8796,16229,4
20226,4079,5
4105,7818,3
16692,13781,2
4185,5483,11
17915,2476,2
8709,9159,4
17012,11081,7
188,12020,2
18122,3146,4
2452,5309,2
17750,20255,3
7818,10560,2
6932,13747,2
7625,10110,2
6720,12071,2
356,7259,2
17869,13857,2
6582,9383,4
3989,14098,3
4648,11981,2
558,6197,4
7523,14506,4
18936,9070,2
16959,19896,2
1933,10785,3
5483,8594,9
8956,10963,3
4474,9633,3
1125,18828,4
19403,14991,4
2591,3106,3
7345,8214,3
8583,12353,5
1760,9633,3
18941,14623,3
2861,5520,5
532,8930,4
4275,7113,5
9972,15891,6
2502,11671,4
9369,15964,5
475,4360,3
9383,9668,6
18392,5232,4
19452,7683,4
18081,6434,3
5459,7553,4
10243,11537,3
7173,14600,2
5166,11150,5
4247,5515,2
7034,8640,5
20909,13767,3
8335,14991,4
1237,1821,4
3185,12665,6
12234,12796,2
12315,12538,4
17649,21026,3
2655,15924,4
1663,18461,5
3079,3986,6
6411,9118,4
6070,9286,2
2324,5324,4
21240,11455,2
10700,12622,3
16768,20820,3
12262,13157,2
19381,7220,4
1633,14624,4
5196,9306,5
17256,7722,4
18742,14660,3
9467,13218,3
20386,13157,5
21331,9152,4
5828,10321,5
430,3138,2
3883,11078,2
10066,15526,2
18069,16206,4
16624,18611,2
2358,20151,5
1295,19972,3
1760,10440,3
17459,15407,2
20151,7399,2
18490,20786,3
19130,16327,2
19202,6275,7
1282,7742,4
3079,20597,3
20421,5791,2
11815,14567,3
10769,14619,3
392,21072,3
20160,8638,4
13252,15141,3
7929,13959,5
2217,7869,2
8387,16043,3
2591,13640,2
13442,13650,2
20598,15747,3
1515,15061,5
2952,12157,2
4018,7737,3
112,14424,4
1280,2692,5
20411,13318,2
4906,13621,4
4080,6796,2
7493,9383,3
19454,11246,5
16677,6843,3
159,3185,6
336,20056,2
3161,10986,2
16765,8335,4
5570,8898,4
11246,12070,3
13043,13640,3
20099,6586,3
9280,9761,3
17537,20358,3
1445,19094,5
1120,5138,3
609,2549,3
4084,5324,4
7295,11932,3
7783,10262,3
19126,5270,4
2324,2325,5
18585,7532,9
6940,13293,4
18013,7936,4
6171,8453,3
6826,7185,6
807,1482,3
427,19153,2
16518,14702,4
2106,9982,2
18166,19150,4
17830,3763,2
1295,15657,5
20206,4616,3
3669,7598,2
3106,5792,4
17890,19161,4
6814,8470,4
20599,10929,3
7034,9980,3
1528,19621,3
43,6229,2
17431,7347,2
3631,15752,2
253,13728,4
2375,18761,3
16399,14697,3
12476,14991,4
6197,7144,4
1295,7394,3
17939,5738,2
4616,7794,3
20774,6903,3
502,14309,2
19439,12983,3
20424,7880,2
8487,14744,3
19558,14785,2
169,2241,2
3062,10784,7
19500,8277,5
16917,18219,4
15335,15636,3
6222,7475,2
4949,11912,3
5166,8447,6
5468,7446,3
9345,15763,3
16948,4465,6
9605,16215,3
5942,12731,7
3583,10656,2
19491,20051,3
9285,9532,2
20151,14047,5
19704,3693,2
2655,6503,4
17624,21230,3
6016,6024,3
18914,7452,3
992,1823,4
4692,7757,4
1618,15358,3
17346,7016,3
6719,12476,4
3162,5832,2
18490,18516,3
19130,11395,4
