0,512,0
0,515,0
0,526,0
0,530,0
0,533,0
0,538,0
0,542,0
0,548,0
0,549,0
0,550,0
0,552,0
0,556,0
0,558,0
0,561,0
0,562,0
0,563,0
0,566,0
0,568,0
0,570,0
0,578,0
0,579,0
0,580,0
0,581,0
0,587,0
0,588,0
0,591,0
0,600,0
0,607,0
0,610,0
0,611,0
0,614,0
0,619,0
0,620,0
0,627,0
0,628,0
0,638,0
0,639,0
0,641,0
0,647,0
0,648,0
0,651,0
0,653,0
0,661,0
0,666,0
0,673,0
0,679,0
0,680,0
0,425,0
0,427,0
0,428,0
0,686,0
0,430,0
0,431,0
0,432,0
0,433,0
0,689,0
0,692,0
0,436,0
0,437,0
0,693,0
0,694,0
0,439,0
0,697,0
0,698,0
0,442,0
0,443,0
0,445,0
0,702,0
0,446,0
0,704,0
0,707,0
0,708,0
0,710,0
0,456,0
0,713,0
0,458,0
0,714,0
0,459,0
0,715,0
0,716,0
0,717,0
0,718,0
0,719,0
0,465,0
0,469,0
0,470,0
0,478,0
0,485,0
0,490,0
0,494,0
0,498,0
0,500,0
0,501,0
0,502,0
0,503,0
0,505,0
0,511,0
1,704,0
1,561,0
1,694,0
1,425,0
1,521,0
1,666,0
1,698,0
1,638,0
1,686,0
1,702,0
2,450,0
2,597,0
2,425,0
2,655,0
3,561,0
3,638,0
3,686,0
4,561,0
5,704,0
5,561,0
5,707,0
5,708,0
5,694,0
5,710,0
5,425,0
5,666,0
5,698,0
5,638,0
5,686,0
5,702,0
6,704,0
6,561,0
6,707,0
6,694,0
6,425,0
6,666,0
6,698,0
6,638,0
6,686,0
6,702,0
7,561,0
7,694,0
7,425,0
7,697,0
7,698,0
7,666,0
7,459,0
7,638,0
7,686,0
7,702,0
8,425,0
9,480,0
9,561,0
9,425,0
9,666,0
9,638,0
9,686,0
10,561,0
10,638,0
11,704,0
11,698,0
12,561,0
12,425,0
13,561,0
13,526,0
13,638,0
14,561,0
14,694,0
14,666,0
14,698,0
14,638,0
14,686,0
14,702,0
15,425,0
16,561,0
16,425,0
16,638,0
16,686,0
16,702,0
17,704,0
17,561,0
17,694,0
17,425,0
17,458,0
17,666,0
17,698,0
17,638,0
17,686,0
17,702,0
18,704,0
18,561,0
18,425,0
18,666,0
18,698,0
18,638,0
18,686,0
18,702,0
19,561,0
19,425,0
20,561,0
21,561,0
21,694,0
21,425,0
21,666,0
21,698,0
21,638,0
21,686,0
22,704,0
22,707,0
22,708,0
22,710,0
22,425,0
22,714,0
22,686,0
22,561,0
22,694,0
22,666,0
22,698,0
22,638,0
22,702,0
23,561,0
23,518,0
23,425,0
23,638,0
23,686,0
25,561,0
25,425,0
25,638,0
26,627,0
26,666,0
26,427,0
26,638,0
26,686,0
27,561,0
27,425,0
27,638,0
27,607,0
28,561,0
28,477,0
29,561,0
29,425,0
30,561,0
30,425,0
30,666,0
30,638,0
30,686,0
31,638,0
31,686,0
32,425,0
33,642,0
33,425,0
33,572,0
34,437,0
34,694,0
34,425,0
34,666,0
34,698,0
34,638,0
34,686,0
35,619,0
36,561,0
36,666,0
36,638,0
38,561,0
38,425,0
38,666,0
38,638,0
39,704,0
39,561,0
39,694,0
39,666,0
39,698,0
39,427,0
39,638,0
39,686,0
39,702,0
40,561,0
40,425,0
40,638,0
41,704,0
41,561,0
41,707,0
41,694,0
41,666,0
41,698,0
41,638,0
41,686,0
41,702,0
42,561,0
42,694,0
42,425,0
42,666,0
42,638,0
43,561,0
43,425,0
43,638,0
44,694,0
44,698,0
44,686,0
45,704,0
45,707,0
45,694,0
45,425,0
45,666,0
45,698,0
45,638,0
45,686,0
45,702,0
46,561,0
46,535,0
47,704,0
47,561,0
47,694,0
47,425,0
47,666,0
47,698,0
47,638,0
48,561,0
48,694,0
48,425,0
48,638,0
49,561,0
49,425,0
49,638,0
50,561,0
50,469,0
50,694,0
50,686,0
50,702,0
51,561,0
52,561,0
52,566,0
52,425,0
52,666,0
52,638,0
53,561,0
53,666,0
53,638,0
54,694,0
54,633,0
54,638,0
55,626,0
55,453,0
55,698,0
55,638,0
55,686,0
56,704,0
56,694,0
56,425,0
56,666,0
56,698,0
56,635,0
56,638,0
56,686,0
56,702,0
57,561,0
57,425,0
57,666,0
57,638,0
57,686,0
58,561,0
58,425,0
58,666,0
58,638,0
58,686,0
59,704,0
59,561,0
59,547,0
59,707,0
59,666,0
59,698,0
59,686,0
59,702,0
60,704,0
60,561,0
60,694,0
60,425,0
60,666,0
60,698,0
60,458,0
60,638,0
60,686,0
61,561,0
61,425,0
62,561,0
62,501,0
62,425,0
62,666,0
62,638,0
63,425,0
63,666,0
64,561,0
64,425,0
64,666,0
64,638,0
65,561,0
65,425,0
65,638,0
66,561,0
66,425,0
66,666,0
66,638,0
67,425,0
67,638,0
68,561,0
68,425,0
68,666,0
68,638,0
69,561,0
69,694,0
69,425,0
69,666,0
69,638,0
69,686,0
70,704,0
70,561,0
70,694,0
70,551,0
70,698,0
70,638,0
70,686,0
70,702,0
71,561,0
71,666,0
71,539,0
71,686,0
72,561,0
72,425,0
73,640,0
73,561,0
73,425,0
73,666,0
74,561,0
74,562,0
74,425,0
74,666,0
74,698,0
74,638,0
74,686,0
75,425,0
76,561,0
76,425,0
77,561,0
77,425,0
78,694,0
78,425,0
78,666,0
78,638,0
78,686,0
79,561,0
80,561,0
80,694,0
80,425,0
80,666,0
80,638,0
80,686,0
81,666,0
82,561,0
82,425,0
83,704,0
83,561,0
83,698,0
83,666,0
83,638,0
83,686,0
84,704,0
84,561,0
84,707,0
84,708,0
84,694,0
84,425,0
84,666,0
84,698,0
84,638,0
84,686,0
84,702,0
85,561,0
85,425,0
86,561,0
86,425,0
86,666,0
86,638,0
87,561,0
87,425,0
87,638,0
88,425,0
89,561,0
89,425,0
89,638,0
90,694,0
90,425,0
91,694,0
91,698,0
91,522,0
91,638,0
91,702,0
92,561,0
92,425,0
92,666,0
92,638,0
92,686,0
93,493,0
94,464,0
94,561,0
94,694,0
94,666,0
94,698,0
95,433,0
95,561,0
95,694,0
95,666,0
95,698,0
95,638,0
95,686,0
96,561,0
96,694,0
96,425,0
96,666,0
96,698,0
96,638,0
96,686,0
97,561,0
98,425,0
98,638,0
99,588,0
100,704,0
100,561,0
100,694,0
100,710,0
100,666,0
100,686,0
101,561,0
102,561,0
102,694,0
102,698,0
102,666,0
102,638,0
103,561,0
103,425,0
103,666,0
103,686,0
104,561,0
104,425,0
105,686,0
105,702,0
106,694,0
106,425,0
106,666,0
106,638,0
106,686,0
107,561,0
107,694,0
107,666,0
107,638,0
107,686,0
108,561,0
108,425,0
108,638,0
109,561,0
109,425,0
109,666,0
109,638,0
110,425,0
111,561,0
112,425,0
112,666,0
112,638,0
112,686,0
113,704,0
113,561,0
113,694,0
113,425,0
113,666,0
113,698,0
113,638,0
113,686,0
113,702,0
114,561,0
114,425,0
114,666,0
114,638,0
115,561,0
115,425,0
115,686,0
116,561,0
116,425,0
117,561,0
117,425,0
117,686,0
118,561,0
118,638,0
119,561,0
119,452,0
119,666,0
119,638,0
120,561,0
120,563,0
120,694,0
120,666,0
120,698,0
120,427,0
120,638,0
120,686,0
121,425,0
122,561,0
122,425,0
122,638,0
123,561,0
123,425,0
124,561,0
124,694,0
124,425,0
124,666,0
124,698,0
124,638,0
124,686,0
125,704,0
125,561,0
125,707,0
125,694,0
125,425,0
125,666,0
125,698,0
125,638,0
125,686,0
125,702,0
126,561,0
126,425,0
126,666,0
127,561,0
127,694,0
127,568,0
127,425,0
127,698,0
127,666,0
127,638,0
127,686,0
128,666,0
128,686,0
129,425,0
130,561,0
130,694,0
130,425,0
130,507,0
130,638,0
131,561,0
131,694,0
131,425,0
131,666,0
131,698,0
131,638,0
131,686,0
132,561,0
132,425,0
133,561,0
133,694,0
133,425,0
133,457,0
133,666,0
133,586,0
133,698,0
133,638,0
133,702,0
133,686,0
134,561,0
135,504,0
135,666,0
136,561,0
136,694,0
136,425,0
136,666,0
136,638,0
136,686,0
136,702,0
137,704,0
137,707,0
137,666,0
137,702,0
137,638,0
138,561,0
138,535,0
138,666,0
138,686,0
139,694,0
139,638,0
140,560,0
140,561,0
140,694,0
140,425,0
140,666,0
140,698,0
140,635,0
140,654,0
140,686,0
140,638,0
140,702,0
141,561,0
141,425,0
142,694,0
142,425,0
142,666,0
142,698,0
143,561,0
143,694,0
143,425,0
143,666,0
143,698,0
143,638,0
144,561,0
145,704,0
145,561,0
145,694,0
145,698,0
145,666,0
145,492,0
145,702,0
145,686,0
145,638,0
146,666,0
146,638,0
147,561,0
147,694,0
147,425,0
147,666,0
147,698,0
147,638,0
147,686,0
148,561,0
148,425,0
148,666,0
148,638,0
149,561,0
149,705,0
149,425,0
149,666,0
149,638,0
150,704,0
150,561,0
150,707,0
150,454,0
150,694,0
150,666,0
150,698,0
150,686,0
150,702,0
151,561,0
151,638,0
152,666,0
152,638,0
153,561,0
153,694,0
153,425,0
153,666,0
153,638,0
153,686,0
154,561,0
154,425,0
154,638,0
155,561,0
155,425,0
156,561,0
156,694,0
156,425,0
156,666,0
156,698,0
156,638,0
156,686,0
157,561,0
157,425,0
157,666,0
157,638,0
157,686,0
158,561,0
158,425,0
158,638,0
159,692,0
159,694,0
159,666,0
159,638,0
160,666,0
161,561,0
161,425,0
161,666,0
161,638,0
162,561,0
162,519,0
162,638,0
162,686,0
164,561,0
164,694,0
164,425,0
164,666,0
164,638,0
164,686,0
165,561,0
165,425,0
165,666,0
165,638,0
166,704,0
166,561,0
166,707,0
166,708,0
166,694,0
166,710,0
166,425,0
166,666,0
166,698,0
166,714,0
166,686,0
166,702,0
167,425,0
168,561,0
169,694,0
170,707,0
170,694,0
170,710,0
170,425,0
170,666,0
170,714,0
170,589,0
170,638,0
170,686,0
170,702,0
170,718,0
171,561,0
171,638,0
172,561,0
172,694,0
172,425,0
