query time:7.870041E-4
index creation time:0.0018662877
17883,5479,1
10976,7131,2
4691,15973,4
9387,8083,3
112,4252,4
3770,4567,3
10036,20707,5
9582,10881,1
8564,5064,1
1745,2913,1
2358,12893,5
199,16220,3
16472,1007,3
13501,15597,4
20272,14520,2
19388,15091,1
11709,12146,4
8445,15921,5
684,5108,4
9053,3990,3
4018,12452,4
21055,16095,2
18769,10710,2
8234,11690,1
2037,14066,4
11709,14627,4
21299,13204,1
18850,20544,3
19437,11739,3
16831,4050,1
9700,6765,3
19649,16164,2
19549,13059,3
9387,13767,4
8651,12122,4
9497,15550,4
776,15397,4
10241,14104,5
2724,14249,2
10847,3910,2
21219,15921,5
20906,13916,2
14978,15441,1
3911,6463,2
10139,5063,1
18280,19268,3
337,613,2
17522,3696,4
12725,5434,2
13008,4970,3
17306,13179,3
3417,4644,2
673,11907,3
3340,3520,4
760,9887,1
21142,13471,5
8539,8116,3
11189,5140,3
21361,16041,1
3889,7236,1
81,3202,3
17249,20663,2
19698,13852,4
20945,6098,1
9230,19055,2
12633,14794,3
9284,18919,1
9071,5113,3
8494,529,2
8252,20317,4
11823,13805,2
17902,10192,2
4589,15906,2
11875,3764,2
17436,9879,2
11630,14186,2
2895,19487,1
5235,6121,3
9050,11205,1
2993,21223,3
9120,8143,4
4217,12476,1
2037,5384,4
21110,5087,1
16444,10999,2
1598,19832,2
16591,9793,2
2245,5050,2
9396,3080,3
6341,15550,4
4288,7475,2
6167,15091,1
16760,10312,4
1985,19083,3
9153,4092,4
16853,14066,4
10163,3444,2
17148,10815,2
8272,10293,2
542,1343,1
5235,5714,3
9733,7265,1
10319,2167,2
201,1700,2
9074,4688,1
8390,10754,3
9690,20175,1
17740,12725,3
10873,6761,2
20374,12258,1
8616,14140,2
12008,4112,1
11322,14912,2
17573,13873,5
17552,20151,4
9012,11698,3
8344,4107,1
1001,11776,3
13908,14068,2
16816,7289,3
20837,13805,2
10646,13314,3
3604,7581,1
13572,13966,3
20317,13189,4
5251,15122,2
16935,7598,2
2628,2840,5
1483,16210,5
12435,7094,1
1795,7248,1
18606,18671,3
2830,11189,3
18568,18650,1
18571,20536,1
17127,4162,2
18003,18411,4
18200,5142,3
9387,12889,3
16512,14367,3
18216,5634,1
4052,7240,2
10553,15999,3
6955,7318,2
3370,15597,4
2358,14047,5
12834,15597,4
17675,14735,2
5468,7446,1
12749,13815,1
2313,18854,3
168,4127,4
12,1070,2
16486,13790,3
17579,10586,2
8350,15382,2
9153,12862,4
1769,14445,2
8624,20794,4
11625,5256,2
3162,20317,4
11500,20166,1
8310,15758,3
20491,7585,1
16873,6915,2
11067,7622,2
11719,13008,3
10054,4238,1
1632,8143,5
10628,5140,4
3693,6604,2
4423,12862,2
19828,5622,1
10549,14880,1
18463,6119,2
11592,6353,1
18581,20714,4
21153,13371,3
421,6002,2
18907,7172,5
12630,14017,3
16876,12579,2
12122,15567,4
10340,7871,1
20181,13035,1
9573,12853,1
9439,4700,3
392,9039,1
782,11215,1
8787,9871,2
2056,18760,2
2565,15244,1
10938,5124,2
12406,5012,1
11170,13371,2
2211,13807,2
19465,12568,3
19161,14435,3
8624,12122,4
10574,14794,3
9037,21106,3
3372,12251,2
16677,15445,2
551,5568,2
8456,11983,2
1208,6306,2
19492,13738,3
12315,6518,4
618,2459,2
11341,20667,2
5272,14104,5
18776,6634,4
473,12084,3
19508,6449,1
2655,3520,5
3085,3087,3
187,392,1
9306,9319,2
14338,14702,2
10754,10757,3
11239,13397,2
18829,6839,4
11782,20714,4
1928,19437,2
10678,20502,2
4598,14104,5
17513,4971,1
10967,11870,2
14468,7893,2
8312,14598,2
10828,15763,2
4949,7572,3
1071,13189,4
11071,4780,1
18344,6938,2
9881,7318,2
14367,7814,3
112,7845,4
17564,14428,2
9263,18485,2
809,9911,2
18581,11782,4
11718,6121,3
16853,6711,3
3578,4987,2
9591,14309,2
579,2059,2
10646,6455,3
10574,14195,1
17280,19040,1
5615,13908,3
4957,6653,2
19088,11426,2
8218,19629,2
18445,4285,2
507,15122,2
9439,1607,3
21106,13572,3
11091,6482,4
12655,20880,2
16970,4030,2
12335,20990,1
12006,14192,1
19161,3139,3
18829,13008,4
16558,13111,2
20317,14403,4
19827,5384,4
13790,7354,3
13189,14403,4
17112,19023,2
20771,15550,4
10681,13940,2
4018,13042,5
11531,6106,1
17331,11782,4
10684,18957,2
2554,7366,2
3365,20701,3
20231,14794,3
17654,2189,1
16494,16220,3
5612,7998,1
14672,15320,1
13757,13879,1
17249,15382,2
2347,6234,1
17038,1924,1
2892,11134,3
18185,18776,4
18303,4288,2
10867,14362,1
18082,18395,2
17939,5738,1
8312,1938,2
18497,11593,2
8815,11200,1
126,19023,2
13745,15952,1
9425,2373,2
1853,6539,1
12340,5113,3
13095,15295,1
6121,6211,3
1743,10879,5
2646,21055,2
17077,13912,3
20671,16365,2
1743,6555,5
2144,18606,2
18769,7475,2
8772,10825,2
19047,2696,1
19658,20151,4
11739,15471,4
9691,10319,2
15597,7914,4
3106,20914,4
17625,14805,2
10062,19990,5
18300,10574,1
3246,3419,3
20661,13008,4
17436,2459,2
915,1561,1
19832,4030,2
20558,14050,1
11017,5178,2
824,21026,4
13908,14737,2
10278,16039,2
617,17337,2
13293,14205,3
19178,5884,3
8269,17734,3
11979,12340,2
20842,20869,2
19145,14359,1
18854,11826,3
2358,14841,5
9327,15767,1
17138,4524,1
6290,7349,2
20880,20922,3
13121,13589,5
3171,20067,2
4191,6482,3
3764,12465,4
2739,5318,1
10758,3246,3
16507,452,2
3396,12946,2
797,2798,4
14605,16079,1
12355,13475,1
17457,2212,5
261,10568,1
8642,10882,2
6515,15597,4
17216,5154,2
13247,15597,4
3764,14699,2
473,18705,3
3526,21217,1
