query time:7.603333E-4
index creation time:0.0019991456
1192,2560,15
1002,1103,13
1160,3352,9
2560,3591,15
647,3244,2
752,1881,1
3011,3652,1
4153,1674,3
1535,2280,15
796,1209,16
3550,3603,12
846,1939,3
2800,3489,2
1051,3897,16
598,3897,16
18,432,2
417,619,3
15,706,15
1177,3018,1
1259,3101,1
3307,4014,5
1888,3934,5
1009,2903,16
1022,2522,3
3288,3789,15
1888,3179,5
2028,2127,1
251,866,2
117,1002,13
1524,3977,3
3260,4051,3
430,3598,2
3399,3415,3
854,1936,2
383,3168,15
1398,1950,2
662,721,2
202,2709,2
34,2944,9
54,3005,3
524,1343,1
1457,1869,1
403,3489,2
4109,628,2
473,2366,4
3134,3231,9
2085,3732,1
119,2633,1
1180,2387,3
2134,3881,3
1905,2936,4
580,1206,2
308,3125,3
705,3625,12
3193,3514,1
1341,1489,2
1498,3550,12
796,3894,16
989,3934,5
1198,3776,3
3482,4014,5
306,1276,2
3054,3550,12
97,3347,13
673,2759,13
1611,2752,2
1156,2241,3
996,2169,2
255,2583,1
97,2004,13
3510,3875,5
885,3603,12
4104,145,2
2936,2964,4
2247,2320,15
6,2759,13
973,3692,3
2,742,2
830,3464,1
407,3168,15
2204,3529,3
706,1226,15
1935,2301,9
0,1750,2
4105,3061,6
1892,3120,3
407,3789,15
1035,1176,2
1717,3597,2
3603,3637,12
2247,2560,15
587,2266,1
1341,1558,2
1608,3347,13
2917,3881,3
44,3938,4
454,2894,1
1683,4063,2
15,3027,15
705,3550,12
2753,3431,13
546,853,2
383,2320,15
4145,112,2
495,2319,3
293,317,3
865,2476,2
673,3347,13
3347,3653,13
3168,3789,15
1237,3625,12
1078,2016,3
1226,3591,15
1116,2709,2
494,1048,15
1535,3123,15
547,3340,3
1180,2130,3
2319,3881,3
2196,2897,11
1356,3347,13
2775,3257,1
806,1950,2
4102,2724,3
220,557,3
1777,3550,12
1907,3824,2
1946,3527,3
457,801,2
504,3770,3
15,366,15
885,3550,12
1523,1524,3
477,973,3
1946,2958,3
1059,1777,12
79,2708,1
1831,2834,1
1244,3602,2
727,865,2
2627,3222,3
6,2753,13
1051,3659,16
967,2408,2
1180,2356,3
366,3288,15
1535,3789,15
1435,2605,5
1523,3584,2
3091,3742,2
40,2605,5
153,182,3
34,2846,9
4108,2863,2
3707,3935,11
590,1160,9
2319,3832,3
94,726,3
227,3241,2
2157,3390,2
682,3416,1
4143,1554,2
380,3510,5
2164,2210,3
854,1443,2
2230,2627,3
557,970,3
29,2649,2
556,1030,11
823,3917,11
1524,3776,3
1464,3956,1
2288,2916,1
407,1048,15
577,2885,1
89,2605,5
202,2228,2
43,2837,9
432,1664,2
574,742,2
705,3762,12
25,1561,3
1048,3889,15
2390,3238,2
2196,2290,11
458,2455,2
1133,1950,2
673,1002,13
1320,2944,9
3529,3629,2
376,378,1
40,1435,5
1683,3495,2
3399,4049,2
504,3125,3
15,1535,15
4105,3813,6
1284,4006,5
737,1103,13
2314,3238,2
2379,2691,1
1131,1968,1
619,3568,3
2753,3072,13
1009,3659,16
242,3903,2
556,757,11
1376,1798,2
2247,3789,15
744,3903,2
2993,3220,3
1030,2196,11
796,3659,16
2661,2760,1
230,2241,3
843,1382,2
3641,4074,2
1474,3134,9
556,3916,11
3555,3573,3
2091,2903,16
219,1753,4
3858,3903,2
2196,2398,11
454,1524,3
1007,3386,2
11,2680,3
1009,2168,16
1905,2964,4
196,3813,6
191,1512,5
598,2783,16
2980,3324,1
1783,3347,13
596,2301,9
2280,2560,15
413,3284,4
184,380,5
2291,3659,16
94,3063,3
1004,3119,1
3491,3625,12
12,1317,1
4128,2580,2
338,596,9
379,3347,13
3231,3352,9
1277,3347,13
1231,3568,3
954,2138,3
153,2204,3
1566,2518,3
1034,3151,5
1117,3603,12
885,3491,12
153,2022,3
865,1946,3
4108,490,2
380,3875,5
619,2545,3
1051,2783,16
556,823,11
1390,3260,3
767,3555,3
228,352,3
4140,1186,2
235,2098,3
97,117,13
1254,2946,1
1327,1806,3
25,2412,1
1608,2366,4
3625,3762,12
2367,3808,2
1091,1361,4
338,590,9
196,2786,6
2328,3005,3
1059,3603,12
534,2522,3
